Date,Open,High,Low,Close,Adj Close,Volume
2021-05-14,110.610001,112.830002,110.239998,112.459999,109.381050,8425200
2021-05-17,109.070000,110.029999,107.870003,109.800003,106.793869,10688600
2021-05-18,113.000000,113.480003,110.739998,110.839996,107.805389,7476600
2021-05-19,108.500000,112.489998,108.000000,112.400002,109.322685,7280500
2021-05-20,112.389999,113.720001,112.099998,113.279999,110.178589,6442500
2021-05-21,114.000000,114.000000,111.690002,111.849998,108.787735,5979400
2021-05-24,112.260002,114.540001,112.120003,113.629997,110.519012,6653600
2021-05-25,114.849998,114.940002,113.599998,114.279999,111.151215,5331700
2021-05-26,114.000000,116.000000,114.000000,116.000000,112.824120,6605100
2021-05-27,116.000000,116.529999,115.000000,115.769997,112.600418,6513700
2021-05-28,116.300003,117.839996,115.949997,117.360001,114.146889,5386500
2021-06-01,119.709999,120.040001,117.430000,118.510002,115.265411,7596100
2021-06-02,118.900002,119.449997,117.919998,118.949997,115.693359,5383400
2021-06-03,118.050003,118.260002,116.459999,116.820000,113.621681,4912200
2021-06-04,118.230003,119.849998,118.050003,119.510002,116.238022,5352100
2021-06-07,118.139999,118.750000,117.570000,118.220001,114.983353,6266000
2021-06-08,117.550003,117.680000,115.059998,115.919998,112.746315,11564800
2021-06-09,116.000000,117.650002,115.970001,117.129997,113.923180,6401600
2021-06-10,117.040001,118.849998,116.629997,118.239998,115.002800,8566600
2021-06-11,118.290001,118.419998,117.160004,118.250000,115.012527,6036600
2021-06-14,118.550003,121.000000,118.459999,120.989998,117.677505,7610300
2021-06-15,120.349998,122.000000,119.269997,119.449997,116.179665,8196900
2021-06-16,119.550003,119.900002,117.500000,118.019997,114.788811,8059400
2021-06-17,117.680000,120.239998,117.589996,119.120003,116.303139,7608100
2021-06-18,117.510002,117.889999,115.209999,115.790001,113.051888,12532800
2021-06-21,115.379997,115.400002,113.019997,114.139999,111.440903,11116200
2021-06-22,113.500000,114.489998,112.010002,114.330002,111.626411,11792400
2021-06-23,116.199997,117.419998,115.809998,116.050003,113.305740,8913700
2021-06-24,116.720001,117.669998,116.269997,117.239998,114.467598,6772200
2021-06-25,117.449997,117.930000,116.529999,116.529999,113.774384,6712800
2021-06-28,117.290001,119.949997,117.180000,119.610001,116.781563,11026600
2021-06-29,119.400002,120.290001,118.419998,120.230003,117.386894,7874900
2021-06-30,120.160004,120.760002,119.010002,120.160004,117.318558,7936400
2021-07-01,120.099998,120.209999,118.029999,118.419998,115.619690,8295600
2021-07-02,118.750000,119.180000,118.410004,118.910004,116.098122,5144300
2021-07-06,119.849998,120.959999,118.220001,120.050003,117.211151,7181500
2021-07-07,120.639999,121.050003,118.209999,118.250000,115.453720,7391800
2021-07-08,115.870003,118.279999,115.379997,117.870003,115.082703,7565400
2021-07-09,118.000000,120.790001,117.620003,120.559998,117.709084,8374200
2021-07-12,121.190002,122.730003,119.519997,122.629997,119.730141,10668700
2021-07-13,123.190002,125.480003,122.129997,123.900002,120.970108,13460200
2021-07-14,125.150002,125.779999,124.070000,124.389999,121.448524,10587700
2021-07-15,120.120003,120.699997,116.870003,117.529999,114.750740,23734500
2021-07-16,118.750000,118.989998,115.169998,115.739998,113.003075,12110000
2021-07-19,114.000000,115.620003,113.230003,115.349998,112.622299,9230200
2021-07-20,115.879997,116.870003,114.430000,116.400002,113.647461,7108000
2021-07-21,116.230003,117.870003,115.930000,117.870003,115.082703,5564700
2021-07-22,118.089996,118.089996,116.209999,116.559998,113.803680,5746500
2021-07-23,117.650002,117.650002,115.330002,116.790001,114.028236,5773900
2021-07-26,115.790001,116.099998,114.870003,115.650002,112.915207,6440600
2021-07-27,115.320000,115.400002,112.050003,113.540001,110.855095,11127500
2021-07-28,113.940002,115.510002,113.879997,115.070000,112.348923,6819700
2021-07-29,116.000000,117.110001,115.610001,116.150002,113.403381,7162000
2021-07-30,115.500000,117.419998,115.190002,116.639999,113.881790,6482600
2021-08-02,117.500000,118.379997,116.660004,116.860001,114.096588,6028800
2021-08-03,117.309998,118.639999,116.839996,118.410004,115.609932,5874700
2021-08-04,118.430000,119.550003,118.279999,118.739998,115.932129,4254000
2021-08-05,119.070000,119.239998,118.239998,119.220001,116.400787,4452300
2021-08-06,118.370003,118.599998,117.449997,118.209999,115.414658,4338100
2021-08-09,118.419998,118.790001,117.320000,118.220001,115.424431,4280200
2021-08-10,118.500000,119.050003,114.080002,116.360001,113.608406,5132800
2021-08-11,116.500000,117.290001,115.199997,115.989998,113.247154,4490400
2021-08-12,115.550003,115.949997,114.440002,115.699997,112.964012,6338400
2021-08-13,115.070000,115.519997,114.489998,115.500000,112.768745,4593200
2021-08-16,115.099998,115.480003,114.099998,114.629997,111.919312,5435900
2021-08-17,113.730003,113.849998,110.750000,111.110001,108.482559,13398800
2021-08-18,111.739998,113.000000,110.379997,110.449997,107.838150,9167300
2021-08-19,109.000000,110.970001,107.680000,110.519997,107.906517,12146900
2021-08-20,109.139999,109.709999,107.730003,108.120003,105.563263,13042000
2021-08-23,110.080002,111.330002,109.269997,110.959999,108.336098,9533500
2021-08-24,111.820000,113.070000,111.800003,112.110001,109.458908,6719800
2021-08-25,115.709999,119.180000,115.610001,117.029999,114.262566,22106800
2021-08-26,117.980003,118.459999,116.349998,118.099998,115.307259,9892100
2021-08-27,118.330002,119.300003,117.690002,118.489998,115.688034,6827700
2021-08-30,118.879997,119.500000,118.470001,118.989998,116.176216,6434200
2021-08-31,120.010002,120.800003,118.699997,119.010002,116.195740,8424900
2021-09-01,120.220001,121.360001,119.559998,120.459999,117.611450,8603900
2021-09-02,120.940002,121.389999,120.459999,120.790001,117.933647,6866400
2021-09-03,121.580002,124.480003,121.260002,123.970001,121.038452,10361400
2021-09-07,124.620003,125.279999,123.889999,124.699997,121.751190,9739900
2021-09-08,122.970001,123.139999,121.230003,121.889999,119.007637,7983300
2021-09-09,122.190002,123.489998,121.879997,122.680000,119.778961,5101300
2021-09-10,123.019997,124.339996,122.889999,122.970001,120.062103,5163900
2021-09-13,122.940002,124.099998,122.199997,123.620003,120.696732,6622800
2021-09-14,123.629997,123.629997,122.400002,123.089996,120.179253,5110500
2021-09-15,122.410004,122.500000,120.879997,121.500000,118.626862,5566500
2021-09-16,120.000000,121.129997,119.349998,120.790001,118.418045,7301400
2021-09-17,120.190002,120.470001,117.690002,117.750000,115.437744,10722700
2021-09-20,115.199997,116.010002,113.550003,114.699997,112.447624,8991000
2021-09-21,115.650002,115.870003,114.550003,114.959999,112.702522,8182200
2021-09-22,115.230003,116.239998,114.910004,115.870003,113.594666,5345600
2021-09-23,116.970001,116.970001,115.589996,116.190002,113.908371,5484700
2021-09-24,116.000000,116.559998,115.529999,115.639999,113.369179,4455900
2021-09-27,115.699997,116.570000,115.010002,116.150002,113.869171,5198800
2021-09-28,114.330002,115.040001,111.849998,111.900002,109.702621,9792300
2021-09-29,112.300003,112.849998,111.019997,111.620003,109.428123,6522400
2021-09-30,112.430000,113.349998,111.650002,111.650002,109.457527,6433400
2021-10-01,112.000000,112.300003,110.300003,111.559998,109.369293,5315200
2021-10-04,111.000000,111.430000,108.519997,109.019997,106.879166,8514500
2021-10-05,109.800003,110.349998,109.220001,109.260002,107.114464,8039600
2021-10-06,108.440002,109.519997,107.580002,109.339996,107.192894,7553600
2021-10-07,111.000000,111.709999,110.489998,110.830002,108.653625,7821900
2021-10-08,110.980003,111.070000,109.510002,110.040001,107.879150,5143400
2021-10-11,110.080002,111.709999,109.900002,110.260002,108.094833,5318500
2021-10-12,110.470001,111.029999,108.559998,109.199997,107.055634,9294600
2021-10-13,109.320000,110.050003,108.949997,109.980003,107.820328,7845100
2021-10-14,114.139999,114.739998,111.160004,112.559998,110.349655,16930500
2021-10-15,114.779999,114.949997,112.959999,114.860001,112.604500,11558800
2021-10-18,113.419998,115.349998,113.419998,115.339996,113.075066,6773800
2021-10-19,115.800003,116.980003,115.629997,116.959999,114.663246,5406100
2021-10-20,116.879997,117.029999,115.550003,115.589996,113.320160,8205800
2021-10-21,115.010002,116.349998,114.610001,116.290001,114.006416,4640300
2021-10-22,116.239998,117.150002,114.230003,114.230003,111.986862,6283000
2021-10-25,114.400002,114.550003,113.110001,113.639999,111.408447,6667700
2021-10-26,114.940002,115.300003,113.720001,114.180000,111.937843,4852300
2021-10-27,114.029999,115.059998,113.709999,113.750000,111.516289,5394500
2021-10-28,113.660004,116.019997,113.540001,116.010002,113.731911,5714300
2021-10-29,114.070000,114.190002,113.220001,113.699997,111.467262,7118900
2021-11-01,113.580002,114.339996,113.349998,114.120003,111.879036,4955700
2021-11-02,113.589996,114.800003,113.540001,114.110001,111.869217,4479700
2021-11-03,113.440002,114.099998,112.730003,114.010002,111.771187,6073000
2021-11-04,113.370003,117.849998,112.410004,117.790001,115.476959,14682800
2021-11-05,118.169998,119.529999,116.250000,117.800003,115.486763,8668100
2021-11-08,118.389999,122.250000,117.050003,120.910004,118.535690,15776300
2021-11-09,121.250000,123.269997,120.169998,121.779999,119.388611,10874100
2021-11-10,119.599998,120.800003,117.680000,118.199997,115.878906,9046100
2021-11-11,119.260002,120.470001,117.800003,118.190002,115.869102,6994000
2021-11-12,118.389999,118.820000,117.269997,118.690002,116.359283,6947200
2021-11-15,119.320000,119.639999,117.510002,118.120003,115.800484,5157000
2021-11-16,117.690002,118.379997,117.160004,118.080002,115.761261,5555100
2021-11-17,118.000000,119.550003,117.510002,119.059998,116.722015,6391400
2021-11-18,119.970001,123.559998,119.800003,123.389999,120.966988,13229700
2021-11-19,122.029999,124.800003,122.019997,124.260002,121.819908,9071800
2021-11-22,123.500000,128.089996,123.209999,124.750000,122.300285,16076100
2021-11-23,122.720001,123.199997,119.519997,121.360001,118.976845,10984000
2021-11-24,120.000000,120.870003,118.400002,120.709999,118.339607,6992600
2021-11-26,117.500000,119.040001,116.519997,117.089996,114.790703,6766900
2021-11-29,118.360001,119.879997,117.900002,119.279999,116.937691,7634000
2021-11-30,118.099998,120.169998,115.760002,117.150002,114.849533,10561800
2021-12-01,119.220001,123.510002,119.220001,120.629997,118.261185,12924400
2021-12-02,120.349998,123.400002,120.019997,121.699997,119.310181,8425500
2021-12-03,121.000000,121.849998,117.980003,119.330002,116.986710,7809000
2021-12-06,118.889999,119.500000,116.580002,119.139999,116.800446,5681200
2021-12-07,120.540001,122.580002,120.260002,122.320000,119.917999,7459200
2021-12-08,121.629997,122.220001,120.110001,121.800003,119.408218,5795700
2021-12-09,121.180000,122.089996,119.489998,119.500000,117.153381,6103900
2021-12-10,120.000000,120.790001,118.239998,119.129997,116.790642,5973900
2021-12-13,118.860001,119.029999,116.389999,116.419998,114.133865,5854300
2021-12-14,115.440002,116.980003,115.250000,116.290001,114.006416,6267300
2021-12-15,116.790001,120.510002,116.480003,120.400002,118.035706,6700700
2021-12-16,120.339996,120.750000,116.139999,116.570000,114.753647,9116100
2021-12-17,116.290001,117.489998,115.930000,116.320000,114.507545,11725600
2021-12-20,115.919998,116.620003,113.910004,114.940002,113.149055,6980800
2021-12-21,116.070000,117.500000,115.080002,117.440002,115.610100,6122900
2021-12-22,116.919998,121.440002,116.830002,121.300003,119.409950,9300100
2021-12-23,120.959999,121.790001,119.839996,120.680000,118.799614,6512500
2021-12-27,121.220001,123.260002,121.199997,122.699997,120.788132,6309900
2021-12-28,123.379997,123.660004,121.870003,122.059998,120.158112,6321000
2021-12-29,121.800003,123.150002,120.970001,121.410004,119.518242,5847700
2021-12-30,121.000000,121.550003,120.190002,120.419998,118.543655,4187800
2021-12-31,121.349998,121.750000,120.220001,120.309998,118.435371,3888200
2022-01-03,124.129997,129.589996,124.000000,128.800003,126.793091,18592000
2022-01-04,130.869995,135.500000,130.300003,133.399994,131.321396,25554900
2022-01-05,130.710007,130.880005,126.879997,127.059998,125.080200,17891200
2022-01-06,127.000000,129.000000,124.809998,128.470001,126.468231,16249000
2022-01-07,126.550003,127.139999,123.309998,123.500000,121.575668,21248100
2022-01-10,125.110001,125.870003,123.260002,125.010002,123.062141,11857700
2022-01-11,126.540001,129.550003,125.500000,129.169998,127.157318,12113100
2022-01-12,130.500000,132.919998,130.220001,132.229996,130.169632,16389200
2022-01-13,140.750000,145.000000,138.919998,139.190002,137.021194,52020000
2022-01-14,136.089996,143.880005,136.089996,140.660004,138.468277,28255300
2022-01-18,136.750000,137.179993,133.289993,133.830002,131.744705,15191400
2022-01-19,134.619995,135.899994,130.940002,131.009995,128.968643,11155100
2022-01-20,131.919998,132.750000,128.199997,128.330002,126.330414,11421900
2022-01-21,127.080002,127.980003,124.269997,124.529999,122.589622,15573700
2022-01-24,123.769997,126.070000,120.129997,125.959999,123.997337,17083400
2022-01-25,125.489998,125.820000,121.699997,122.480003,120.571564,11370500
2022-01-26,125.379997,126.669998,121.889999,123.080002,121.162224,13592100
2022-01-27,124.000000,124.139999,116.029999,116.379997,114.566605,18599800
2022-01-28,118.709999,119.599998,114.190002,117.610001,115.777443,14005900
2022-01-31,119.519997,122.769997,118.809998,122.629997,120.719215,10189100
2022-02-01,122.900002,123.239998,120.099998,123.050003,121.132683,6956300
2022-02-02,126.230003,126.470001,122.550003,124.150002,122.215538,8562900
2022-02-03,121.449997,123.879997,119.250000,119.839996,117.972694,9926800
2022-02-04,120.440002,121.830002,119.389999,121.019997,119.134308,5743200
2022-02-07,122.559998,124.099998,121.879997,122.309998,120.404205,6562900
2022-02-08,122.000000,123.860001,121.610001,123.709999,121.782394,7036200
2022-02-09,124.879997,125.550003,122.760002,125.519997,123.564186,10979700
2022-02-10,124.800003,128.660004,124.360001,124.709999,122.766815,10474900
2022-02-11,125.500000,126.580002,120.449997,121.010002,119.124474,9845700
2022-02-14,119.949997,121.550003,118.000000,119.769997,117.903786,8081800
2022-02-15,122.019997,124.610001,121.459999,124.519997,122.579773,9248700
2022-02-16,123.139999,124.290001,121.570000,123.599998,121.674103,5749500
2022-02-17,122.489998,122.750000,119.650002,119.760002,117.893951,7976700
2022-02-18,120.519997,120.690002,118.449997,119.309998,117.450958,8389000
2022-02-22,117.500000,119.360001,115.720001,116.910004,115.088356,9793500
2022-02-23,118.550003,119.430000,115.760002,115.900002,114.094086,8114700
2022-02-24,108.000000,111.980003,104.379997,111.879997,110.136726,27539100
2022-02-25,112.290001,113.000000,109.360001,111.230003,109.496864,14258900
2022-02-28,109.370003,109.769997,105.000000,107.010002,105.342606,26390800
2022-03-01,110.000000,111.110001,107.050003,108.050003,106.366409,20377900
2022-03-02,108.400002,109.970001,107.860001,109.610001,107.902100,13342400
2022-03-03,109.910004,110.000000,107.599998,108.790001,107.094872,10841700
2022-03-04,107.000000,108.120003,103.809998,105.059998,103.422989,22372100
2022-03-07,103.290001,104.089996,99.059998,99.290001,97.742905,29422900
2022-03-08,100.209999,103.110001,98.620003,100.000000,98.441841,25650000
2022-03-09,104.510002,105.720001,102.760002,104.949997,103.314705,14348400
2022-03-10,104.190002,105.529999,102.519997,103.959999,102.340134,11811000
2022-03-11,105.360001,105.360001,101.300003,101.410004,99.829872,18116400
2022-03-14,101.519997,101.860001,99.070000,99.300003,97.752754,17959400
2022-03-15,98.029999,102.139999,97.620003,102.089996,100.499268,13415600
2022-03-16,102.989998,105.790001,102.809998,105.690002,104.544960,20347100
2022-03-17,105.750000,106.529999,104.750000,106.489998,105.336288,8042000
2022-03-18,105.709999,107.040001,104.889999,106.720001,105.563797,10218200
2022-03-21,106.720001,107.220001,105.129997,106.919998,105.761635,10366100
2022-03-22,106.389999,107.959999,106.230003,107.040001,105.880333,10401200
2022-03-23,106.500000,108.190002,105.349998,105.349998,104.208641,12905300
2022-03-24,106.779999,107.980003,105.830002,107.919998,106.750801,10834000
2022-03-25,107.690002,107.980003,105.839996,106.730003,105.573700,7432100
2022-03-28,105.620003,106.720001,104.610001,106.330002,105.178032,8151200
